# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-146.5998414858654,-155.72555886556052,0.27232499805862603,3.6720830152534156,0.0,0.0
 0.05257080020006824,0.008291067101026485,0.15771240060020472,3.0,-146.5998414858654,-155.73751100964364,0.27232499805862603,3.6720830152534156,0.0,0.0
 0.07437203366364702,0.016593598173799937,0.38082850159114584,10.234104476871904,-146.72929707559345,-155.74946315372677,0.26897590625107004,3.7178051147323603,-5.937993827016094,-272.3696270184038
 0.09111769411643475,0.024907302543288507,0.49646918334024537,6.9057104122667345,-146.85733503492315,-155.7614152978099,0.26568673900193124,3.7638310581723506,-7.646038189456249,-101.99922345587795
 0.10524873448704136,0.03323188833337119,0.5890992858104284,6.555080166840299,-146.9839751502476,-155.77336744189301,0.2624561889476559,3.810159722312509,-8.961839468511597,-93.1142537666436
 0.11771018433841102,0.0415670624909481,0.6688767564763566,6.401941316415904,-147.1092368442828,-155.7853195859761,0.2592829793573113,3.856789992458106,-10.051935812385617,-87.47748912653245
 0.12898647320484694,0.04991253080947409,0.740089972629774,6.315306125704612,-147.2331391829476,-155.79727173005924,0.2561658641006604,3.903720753390662,-10.987864902397122,-82.99974407336408
 0.13936522516029362,0.058267997951938016,0.805055095095422,6.259434924789268,-147.35570088229468,-155.80922387414236,0.2531036269803096,3.950950888893409,-11.808905335940047,-79.10781923177655
 0.14903374055708402,0.06663316747330869,0.8651968971521331,6.220376095866395,-147.47694031517958,-155.8211760182255,0.2500950799162711,3.998479299691894,-12.539612123399962,-75.5759035872751
 0.15812204341630665,0.0750077418424451,0.9214673519201728,6.191525044847903,-147.59687551778774,-155.8331281623086,0.2471390633490315,4.046304887818208,-13.19665557650952,-72.29550591426468
 0.16672474567733006,0.08339142246351118,0.9745403672809105,6.169342347368874,-147.71552419616208,-155.84508030639174,0.2442344450489162,4.09442656542453,-13.792024270316379,-69.20717185625695
 0.17491322581675528,0.0917839096968697,1.0249139144822568,6.151757877363814,-147.83290373236906,-155.85703245047486,0.24138011936954704,4.142843257397783,-14.334715870146926,-66.27500959764707
 0.18274290034500726,0.10018490287951579,1.0729683784852881,6.137479128875082,-147.9490311907926,-155.868984594558,0.23857500677672314,4.191553899591322,-14.831709543544257,-63.47564916064093
 0.190257807851185,0.10859410034501535,1.1190021245885786,6.125657044407755,-148.06392332402743,-155.88093673864108,0.23581805268100708,4.240557449402348,-15.288562519283765,-60.792894039473374
 0.19749362811916035,0.11701119944300765,1.1632543079110367,6.115710684289882,-148.1775965789323,-155.8928888827242,0.23310822712560014,4.289852882203054,-15.709795254033835,-58.214925074132175
 0.2044797435430004,0.12543589655823364,1.2059201149864793,6.107229051762602,-148.29006710226224,-155.90484102680733,0.23044452447722166,4.339439187234172,-16.09915045865513,-55.732718542357
 0.2112406898375661,0.13386788712915243,1.2471613001416983,6.099913142094863,-148.40135074644604,-155.91679317089046,0.2278259622059412,4.3893153805537715,-16.459773430421183,-53.339126810682544
 0.21779720358330149,0.14230686566611822,1.2871136802626009,6.093540206011034,-148.51146307502663,-155.92874531497358,0.22525158033509315,4.439480506695493,-16.79434114695636,-51.02829483927955
 0.22416699561498316,0.15075252576914364,1.3258925975948546,6.087940884000225,-148.62041936811838,-155.9406974590567,0.22272044139581362,4.489933630397324,-17.105157052199683,-48.7952987628805
 0.2303653331451838,0.15920456014527454,1.3635969862805004,6.0829841069376895,-148.72823462768943,-155.95264960313983,0.22023162893801163,4.54067385698477,-17.39422208708542,-46.635897686646686
 0.23640548543096582,0.16766266062555177,1.4003124557284476,6.078566849112748,-148.83492358273455,-155.96460174722296,0.21778424787089792,4.591700317062408,-17.663288936649092,-44.546368507468074
 0.24229907014651972,0.17612651818160427,1.436113666732461,6.074607006077219,-148.9405006943484,-155.97655389130605,0.21537742356527037,4.643012175772215,-17.913904136346112,-42.523389718249675
 0.24805632622576457,0.18459582294186883,1.4710661891168533,6.071038338974985,-149.04498016065912,-155.98850603538918,0.21301030070888283,4.694608648840326,-18.147441224190413,-40.56395696662036
 0.25368633139334323,0.19307026420743953,1.5052279728573255,6.067806817869116,-149.14837592168297,-156.0004581794723,0.21068204384459555,4.746488982884681,-18.36512719726575,-38.6653238488874
 0.25919717749721827,0.20154953046757346,1.5386505266716857,6.06486793214179,-149.2507016640482,-156.01241032355543,0.20839183631786953,4.798652469642115,-18.56806385743149,-36.82495506870366
 0.2645961132335084,0.2100333094148388,1.5713798721921732,6.062184682156905,-149.35197082562678,-156.02436246763855,0.20613887951091495,4.851098455432569,-18.757245228515266,-35.040493223906026
 0.269889661380315,0.21852128795994333,1.6034573238414764,6.059726058910847,-149.45219660004707,-156.03631461172168,0.20392239260503855,4.903826339154535,-18.933571895584524,-33.30973142761054
 0.27508371589161645,0.22701315224621874,1.6349201318157984,6.05746587870109,-149.55139194110356,-156.0482667558048,0.2017416124569236,4.956835567146677,-19.097862920120324,-31.630593051792257
 0.2801836229236119,0.23550858766380228,1.665802016445694,6.055381879738396,-149.6495695671243,-156.06021889988793,0.19959579223582058,5.0101256584533065,-19.25086583045796,-30.001117545425373
 0.2851942489272255,0.24400727886349288,1.6961336155525089,6.053455014391416,-149.74674196509613,-156.07217104397105,0.19748420239945744,5.063696173414767,-19.393265013541757,-28.419439603174816
